source,type,target,sType,tType
https://iys.hakai.org/dataset/ca-cioos_bdac2f9f-ba6a-4883-b91f-454358c72f0e,creator,https://gleaner.io/xid/genid/cggj3ibk59mc73f1l180,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_bf8795dc-4a64-4e78-8758-4e32ddc4d9ba.jsonld,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_bf8795dc-4a64-4e78-8758-4e32ddc4d9ba.jsonld,creator,https://gleaner.io/xid/genid/cggj3ijk59mc73f1l280,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_bf8795dc-4a64-4e78-8758-4e32ddc4d9ba.jsonld,provider,https://ogsl.ca,Dataset,Organization
https://catalogue.hakai.org/dataset/ca-cioos_d049351d-b806-461f-85fb-451f100fd7d6,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.hakai.org/dataset/ca-cioos_d049351d-b806-461f-85fb-451f100fd7d6,creator,https://gleaner.io/xid/genid/cggj46bk59mc73f1o5u0,Dataset,Person
https://catalogue.hakai.org/dataset/ca-cioos_d049351d-b806-461f-85fb-451f100fd7d6,creator,https://gleaner.io/xid/genid/cggj46bk59mc73f1o60g,Dataset,Person
https://catalogue.hakai.org/dataset/ca-cioos_d049351d-b806-461f-85fb-451f100fd7d6,creator,https://gleaner.io/xid/genid/cggj46bk59mc73f1o610,Dataset,Person
https://catalogue.hakai.org/dataset/ca-cioos_d049351d-b806-461f-85fb-451f100fd7d6,creator,https://gleaner.io/xid/genid/cggj46bk59mc73f1o600,Dataset,Person
https://catalogue.hakai.org/dataset/ca-cioos_d049351d-b806-461f-85fb-451f100fd7d6,creator,https://gleaner.io/xid/genid/cggj46bk59mc73f1o5tg,Dataset,Person
https://catalogue.hakai.org/dataset/ca-cioos_d049351d-b806-461f-85fb-451f100fd7d6,creator,https://gleaner.io/xid/genid/cggj46bk59mc73f1o61g,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_8e435445-d7b4-4724-aa71-c98e4d41f9e7.jsonld,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_8e435445-d7b4-4724-aa71-c98e4d41f9e7.jsonld,creator,https://gleaner.io/xid/genid/cggj46rk59mc73f1o96g,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_8e435445-d7b4-4724-aa71-c98e4d41f9e7.jsonld,creator,https://gleaner.io/xid/genid/cggj46rk59mc73f1o960,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_8e435445-d7b4-4724-aa71-c98e4d41f9e7.jsonld,provider,https://ogsl.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/3c33a461-c788-4a0b-bd1e-5b4f24ef398e.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/3c33a461-c788-4a0b-bd1e-5b4f24ef398e.jsonld,creator,https://gleaner.io/xid/genid/cggj3k3k59mc73f1la20,Dataset,Organization
https://catalogue.cioos.ca/dataset/3c33a461-c788-4a0b-bd1e-5b4f24ef398e.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/5870d67a-e766-461b-8b32-5f17580ca066.jsonld,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/5870d67a-e766-461b-8b32-5f17580ca066.jsonld,creator,https://gleaner.io/xid/genid/cggj3rjk59mc73f1mgog,Dataset,Organization
https://catalogue.cioos.ca/dataset/5870d67a-e766-461b-8b32-5f17580ca066.jsonld,provider,https://ogsl.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/6dfc25d8-4546-4516-9c3c-48ff03c81ce4.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/6dfc25d8-4546-4516-9c3c-48ff03c81ce4.jsonld,creator,https://gleaner.io/xid/genid/cggj3nrk59mc73f1lujg,Dataset,Organization
https://catalogue.cioos.ca/dataset/6dfc25d8-4546-4516-9c3c-48ff03c81ce4.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/e30e2df8-d931-4368-a8ba-c04eba278657.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/e30e2df8-d931-4368-a8ba-c04eba278657.jsonld,creator,https://gleaner.io/xid/genid/cggj4gbk59mc73f1poq0,Dataset,Organization
https://catalogue.cioos.ca/dataset/e30e2df8-d931-4368-a8ba-c04eba278657.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/f1a8defa-1bc0-4da6-bfe5-2f7d42043438.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/f1a8defa-1bc0-4da6-bfe5-2f7d42043438.jsonld,creator,https://gleaner.io/xid/genid/cggj36bk59mc73f1j55g,Dataset,Organization
https://catalogue.cioos.ca/dataset/f1a8defa-1bc0-4da6-bfe5-2f7d42043438.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioosatlantic.ca/dataset/bb05a4f9-f57b-41c6-b70c-6b8ffd86fb72,publisher,https://gleaner.io/xid/genid/cggj48jk59mc73f1ojhg,Dataset,Organization
https://catalogue.cioosatlantic.ca/dataset/bb05a4f9-f57b-41c6-b70c-6b8ffd86fb72,creator,https://gleaner.io/xid/genid/cggj48jk59mc73f1ojgg,Dataset,Organization
https://catalogue.cioosatlantic.ca/dataset/bb05a4f9-f57b-41c6-b70c-6b8ffd86fb72,creator,https://gleaner.io/xid/genid/cggj48jk59mc73f1ojg0,Dataset,Organization
https://catalogue.cioos.ca/dataset/49b7d46b-8db5-4176-8767-ea403bf2b004.jsonld,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/49b7d46b-8db5-4176-8767-ea403bf2b004.jsonld,creator,https://gleaner.io/xid/genid/cggj473k59mc73f1o9ug,Dataset,Organization
https://catalogue.cioos.ca/dataset/49b7d46b-8db5-4176-8767-ea403bf2b004.jsonld,provider,https://ogsl.ca,Dataset,Organization
https://catalogue.ogsl.ca/dataset/ca-cioos_2239bca5-c24a-4e64-897b-73f8ff22c9b6,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.ogsl.ca/dataset/ca-cioos_2239bca5-c24a-4e64-897b-73f8ff22c9b6,creator,https://gleaner.io/xid/genid/cggj4cjk59mc73f1p6qg,Dataset,Person
https://catalogue.ogsl.ca/dataset/ca-cioos_2239bca5-c24a-4e64-897b-73f8ff22c9b6,creator,https://gleaner.io/xid/genid/cggj4cjk59mc73f1p6rg,Dataset,Person
https://catalogue.ogsl.ca/dataset/ca-cioos_2239bca5-c24a-4e64-897b-73f8ff22c9b6,creator,https://gleaner.io/xid/genid/cggj4cjk59mc73f1p6q0,Dataset,Person
https://catalogue.ogsl.ca/dataset/ca-cioos_2239bca5-c24a-4e64-897b-73f8ff22c9b6,creator,https://gleaner.io/xid/genid/cggj4cjk59mc73f1p6sg,Dataset,Organization
https://catalogue.ogsl.ca/dataset/ca-cioos_e0fccb92-cd66-4702-93b0-2fa718576a28,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.ogsl.ca/dataset/ca-cioos_e0fccb92-cd66-4702-93b0-2fa718576a28,creator,https://gleaner.io/xid/genid/cggj3ajk59mc73f1jqvg,Dataset,Person
https://catalogue.ogsl.ca/dataset/ca-cioos_e0fccb92-cd66-4702-93b0-2fa718576a28,creator,https://gleaner.io/xid/genid/cggj3ajk59mc73f1jr00,Dataset,Person
https://catalogue.cioos.ca/dataset/a0314561-c7d8-4d33-875d-f48be1b568d0.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/a0314561-c7d8-4d33-875d-f48be1b568d0.jsonld,creator,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p42g,Dataset,Organization
https://catalogue.cioos.ca/dataset/a0314561-c7d8-4d33-875d-f48be1b568d0.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_b62c3aaa-c3b8-41cb-b035-4da16209f26a1.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_b62c3aaa-c3b8-41cb-b035-4da16209f26a1.jsonld,creator,https://gleaner.io/xid/genid/cggj4kbk59mc73f1qd90,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_b62c3aaa-c3b8-41cb-b035-4da16209f26a1.jsonld,creator,https://gleaner.io/xid/genid/cggj4kbk59mc73f1qd5g,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_b62c3aaa-c3b8-41cb-b035-4da16209f26a1.jsonld,creator,https://gleaner.io/xid/genid/cggj4kbk59mc73f1qd9g,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_b62c3aaa-c3b8-41cb-b035-4da16209f26a1.jsonld,creator,https://gleaner.io/xid/genid/cggj4kbk59mc73f1qd8g,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_b62c3aaa-c3b8-41cb-b035-4da16209f26a1.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/2307d3f6-d18f-476c-8b5f-cd5998f7722a.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/2307d3f6-d18f-476c-8b5f-cd5998f7722a.jsonld,creator,https://gleaner.io/xid/genid/cggj3jrk59mc73f1l8r0,Dataset,Organization
https://catalogue.cioos.ca/dataset/2307d3f6-d18f-476c-8b5f-cd5998f7722a.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/34c94109-73fb-49ef-a595-c8e20203df5c.jsonld,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/34c94109-73fb-49ef-a595-c8e20203df5c.jsonld,creator,https://gleaner.io/xid/genid/cggj383k59mc73f1jen0,Dataset,Organization
https://catalogue.cioos.ca/dataset/34c94109-73fb-49ef-a595-c8e20203df5c.jsonld,provider,https://ogsl.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/e3ab9719-1eb5-4642-95ec-d7074ea9d6b1,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/e3ab9719-1eb5-4642-95ec-d7074ea9d6b1,creator,https://gleaner.io/xid/genid/cggj2qbk59mc73f1hbfg,Dataset,Organization
https://catalogue.cioos.ca/dataset/caa6b4a2-98bf-4c3e-bfc6-7b75433184d9,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/caa6b4a2-98bf-4c3e-bfc6-7b75433184d9,creator,https://gleaner.io/xid/genid/cggj353k59mc73f1iv00,Dataset,Organization
https://catalogue.cioos.ca/dataset/ffb1ea81-a54a-4f1e-b2eb-61eed7df26ca.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/ffb1ea81-a54a-4f1e-b2eb-61eed7df26ca.jsonld,creator,https://gleaner.io/xid/genid/cggj3qbk59mc73f1maa0,Dataset,Organization
https://catalogue.cioos.ca/dataset/ffb1ea81-a54a-4f1e-b2eb-61eed7df26ca.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://iys.hakai.org/dataset/ca-cioos_094bee30-02cf-48bc-b940-b56c6233fd9a,publisher,https://gleaner.io/xid/genid/cggj2njk59mc73f1gvbg,Dataset,Organization
https://iys.hakai.org/dataset/ca-cioos_094bee30-02cf-48bc-b940-b56c6233fd9a,creator,https://gleaner.io/xid/genid/cggj2njk59mc73f1gvcg,Dataset,Person
https://iys.hakai.org/dataset/ca-cioos_094bee30-02cf-48bc-b940-b56c6233fd9a,creator,https://gleaner.io/xid/genid/cggj2njk59mc73f1gvd0,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_ee2791c3-3d99-41e5-8cdf-fa5d1d19944d.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_ee2791c3-3d99-41e5-8cdf-fa5d1d19944d.jsonld,creator,https://gleaner.io/xid/genid/cggj33jk59mc73f1inig,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_ee2791c3-3d99-41e5-8cdf-fa5d1d19944d.jsonld,creator,https://gleaner.io/xid/genid/cggj33jk59mc73f1ini0,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_ee2791c3-3d99-41e5-8cdf-fa5d1d19944d.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/f37390c6-8fe0-4a9c-8db6-7ec22377042f.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/f37390c6-8fe0-4a9c-8db6-7ec22377042f.jsonld,creator,https://gleaner.io/xid/genid/cggj3tjk59mc73f1mpeg,Dataset,Organization
https://catalogue.cioos.ca/dataset/f37390c6-8fe0-4a9c-8db6-7ec22377042f.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/2a130044-2192-417b-8745-3c708b8f60a9.jsonld,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/2a130044-2192-417b-8745-3c708b8f60a9.jsonld,creator,https://gleaner.io/xid/genid/cggj453k59mc73f1o0vg,Dataset,Organization
https://catalogue.cioos.ca/dataset/2a130044-2192-417b-8745-3c708b8f60a9.jsonld,provider,https://ogsl.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_02784c0c-72f7-4887-b1d0-d1fb6dacbcb41.jsonld,publisher,https://gleaner.io/xid/genid/cggj48rk59mc73f1ok0g,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_02784c0c-72f7-4887-b1d0-d1fb6dacbcb41.jsonld,creator,https://gleaner.io/xid/genid/cggj48rk59mc73f1ok00,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_02784c0c-72f7-4887-b1d0-d1fb6dacbcb41.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_0f69cd83-2dd2-4e10-88c3-eee6975238f21.jsonld,publisher,https://gleaner.io/xid/genid/cggj4d3k59mc73f1p9lg,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_0f69cd83-2dd2-4e10-88c3-eee6975238f21.jsonld,creator,https://gleaner.io/xid/genid/cggj4d3k59mc73f1p9l0,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_0f69cd83-2dd2-4e10-88c3-eee6975238f21.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_94526867-ee00-4e57-afd9-f787777ebd7f.jsonld,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_94526867-ee00-4e57-afd9-f787777ebd7f.jsonld,creator,https://gleaner.io/xid/genid/cggj4ejk59mc73f1pgk0,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_94526867-ee00-4e57-afd9-f787777ebd7f.jsonld,creator,https://gleaner.io/xid/genid/cggj4ejk59mc73f1pglg,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_94526867-ee00-4e57-afd9-f787777ebd7f.jsonld,creator,https://gleaner.io/xid/genid/cggj4ejk59mc73f1pgm0,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_94526867-ee00-4e57-afd9-f787777ebd7f.jsonld,creator,https://gleaner.io/xid/genid/cggj4ejk59mc73f1pgjg,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_94526867-ee00-4e57-afd9-f787777ebd7f.jsonld,provider,https://ogsl.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/7b94f798-5165-45d1-9367-63074a38ebc6.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/7b94f798-5165-45d1-9367-63074a38ebc6.jsonld,creator,https://gleaner.io/xid/genid/cggj3tjk59mc73f1mprg,Dataset,Organization
https://catalogue.cioos.ca/dataset/7b94f798-5165-45d1-9367-63074a38ebc6.jsonld,creator,https://gleaner.io/xid/genid/cggj3tjk59mc73f1mpt0,Dataset,Organization
https://catalogue.cioos.ca/dataset/7b94f798-5165-45d1-9367-63074a38ebc6.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_51171738-7556-48f1-8757-658d99fa25dd.jsonld,publisher,https://gleaner.io/xid/genid/cggj39jk59mc73f1jmag,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_51171738-7556-48f1-8757-658d99fa25dd.jsonld,creator,https://gleaner.io/xid/genid/cggj39jk59mc73f1jmcg,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_51171738-7556-48f1-8757-658d99fa25dd.jsonld,creator,https://gleaner.io/xid/genid/cggj39jk59mc73f1jmc0,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_51171738-7556-48f1-8757-658d99fa25dd.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioosatlantic.ca/dataset/fd3e7a99-af61-4a5d-9e6b-22496a31062e,publisher,https://gleaner.io/xid/genid/cggj3cjk59mc73f1k5gg,Dataset,Organization
https://catalogue.cioosatlantic.ca/dataset/fd3e7a99-af61-4a5d-9e6b-22496a31062e,creator,https://gleaner.io/xid/genid/cggj3cjk59mc73f1k5f0,Dataset,Person
https://catalogue.cioosatlantic.ca/dataset/fd3e7a99-af61-4a5d-9e6b-22496a31062e,creator,https://gleaner.io/xid/genid/cggj3cjk59mc73f1k5fg,Dataset,Organization
https://catalogue.cioosatlantic.ca/dataset/fd3e7a99-af61-4a5d-9e6b-22496a31062e,creator,https://gleaner.io/xid/genid/cggj3cjk59mc73f1k5eg,Dataset,Organization
https://catalogue.cioos.ca/dataset/c47f6b1d-8623-4b7d-bd2b-c40cb849706b.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/c47f6b1d-8623-4b7d-bd2b-c40cb849706b.jsonld,creator,https://gleaner.io/xid/genid/cggj3kbk59mc73f1lcog,Dataset,Organization
https://catalogue.cioos.ca/dataset/c47f6b1d-8623-4b7d-bd2b-c40cb849706b.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.ogsl.ca/dataset/ca-cioos_68e7b845-43d0-4865-9e77-029ad3e6e1a1,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.ogsl.ca/dataset/ca-cioos_68e7b845-43d0-4865-9e77-029ad3e6e1a1,creator,https://gleaner.io/xid/genid/cggj3crk59mc73f1k72g,Dataset,Person
https://catalogue.ogsl.ca/dataset/ca-cioos_68e7b845-43d0-4865-9e77-029ad3e6e1a1,creator,https://gleaner.io/xid/genid/cggj3crk59mc73f1k740,Dataset,Person
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_c9cf760c-4f85-4e2b-9f4b-d502bee54d5a,publisher,https://catalogue.cioos.ca/organization/c1eca542-1caf-4604-a2d5-708682e08793,Dataset,Organization
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_c9cf760c-4f85-4e2b-9f4b-d502bee54d5a,creator,https://gleaner.io/xid/genid/cggj3l3k59mc73f1lfh0,Dataset,Person
https://catalogue.cioos.ca/dataset/06281b0d-528f-449a-b164-455239a08fe7.jsonld,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/06281b0d-528f-449a-b164-455239a08fe7.jsonld,creator,https://gleaner.io/xid/genid/cggj3trk59mc73f1mrig,Dataset,Organization
https://catalogue.cioos.ca/dataset/06281b0d-528f-449a-b164-455239a08fe7.jsonld,provider,https://ogsl.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/26ebfb8f-2f1b-4a09-8a22-10f49cc5ba28.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/26ebfb8f-2f1b-4a09-8a22-10f49cc5ba28.jsonld,creator,https://gleaner.io/xid/genid/cggj40rk59mc73f1n900,Dataset,Organization
https://catalogue.cioos.ca/dataset/26ebfb8f-2f1b-4a09-8a22-10f49cc5ba28.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/ec04d49f-f994-44c9-8b1e-4ca1429420ab.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/ec04d49f-f994-44c9-8b1e-4ca1429420ab.jsonld,creator,https://gleaner.io/xid/genid/cggj2rjk59mc73f1hh0g,Dataset,Organization
https://catalogue.cioos.ca/dataset/ec04d49f-f994-44c9-8b1e-4ca1429420ab.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/bd8b34da-f570-4fa2-bc8b-fe8c09212f3f1.jsonld,publisher,https://gleaner.io/xid/genid/cggj3hbk59mc73f1ksug,Dataset,Organization
https://catalogue.cioos.ca/dataset/bd8b34da-f570-4fa2-bc8b-fe8c09212f3f1.jsonld,creator,https://gleaner.io/xid/genid/cggj3hbk59mc73f1kstg,Dataset,Person
https://catalogue.cioos.ca/dataset/bd8b34da-f570-4fa2-bc8b-fe8c09212f3f1.jsonld,creator,https://gleaner.io/xid/genid/cggj3hbk59mc73f1ksu0,Dataset,Organization
https://catalogue.cioos.ca/dataset/bd8b34da-f570-4fa2-bc8b-fe8c09212f3f1.jsonld,creator,https://gleaner.io/xid/genid/cggj3hbk59mc73f1kst0,Dataset,Organization
https://catalogue.cioos.ca/dataset/bd8b34da-f570-4fa2-bc8b-fe8c09212f3f1.jsonld,provider,https://cioosatlantic.ca/,Dataset,Organization
https://catalogue.cioos.ca/dataset/1534e6ca-e607-4bcd-8b97-fcf02816f5a31.jsonld,publisher,https://gleaner.io/xid/genid/cggj3b3k59mc73f1jt6g,Dataset,Organization
https://catalogue.cioos.ca/dataset/1534e6ca-e607-4bcd-8b97-fcf02816f5a31.jsonld,publisher,https://gleaner.io/xid/genid/cggj3r3k59mc73f1meg0,Dataset,Organization
https://catalogue.cioos.ca/dataset/1534e6ca-e607-4bcd-8b97-fcf02816f5a31.jsonld,creator,https://gleaner.io/xid/genid/cggj3b3k59mc73f1jtag,Dataset,Organization
https://catalogue.cioos.ca/dataset/1534e6ca-e607-4bcd-8b97-fcf02816f5a31.jsonld,creator,https://gleaner.io/xid/genid/cggj3r3k59mc73f1mefg,Dataset,Organization
https://catalogue.cioos.ca/dataset/1534e6ca-e607-4bcd-8b97-fcf02816f5a31.jsonld,creator,https://gleaner.io/xid/genid/cggj3b3k59mc73f1jt8g,Dataset,Organization
https://catalogue.cioos.ca/dataset/1534e6ca-e607-4bcd-8b97-fcf02816f5a31.jsonld,creator,https://gleaner.io/xid/genid/cggj3r3k59mc73f1mef0,Dataset,Organization
https://catalogue.cioos.ca/dataset/1534e6ca-e607-4bcd-8b97-fcf02816f5a31.jsonld,creator,https://gleaner.io/xid/genid/cggj3b3k59mc73f1jt90,Dataset,Person
https://catalogue.cioos.ca/dataset/1534e6ca-e607-4bcd-8b97-fcf02816f5a31.jsonld,creator,https://gleaner.io/xid/genid/cggj3r3k59mc73f1meeg,Dataset,Person
https://catalogue.cioos.ca/dataset/1534e6ca-e607-4bcd-8b97-fcf02816f5a31.jsonld,provider,https://cioosatlantic.ca/,Dataset,Organization
https://catalogue.cioos.ca/dataset/c6cb15e9-63f3-4f78-af8e-556d43f5479d.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/c6cb15e9-63f3-4f78-af8e-556d43f5479d.jsonld,creator,https://gleaner.io/xid/genid/cggj3bjk59mc73f1k0dg,Dataset,Organization
https://catalogue.cioos.ca/dataset/c6cb15e9-63f3-4f78-af8e-556d43f5479d.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/2a96359c-3227-41a7-a5cf-71cd86013220,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/2a96359c-3227-41a7-a5cf-71cd86013220,creator,https://gleaner.io/xid/genid/cggj473k59mc73f1o9lg,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_cec3dcef-8dba-4d91-aee6-b60ce416497c.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/ca-cioos_cec3dcef-8dba-4d91-aee6-b60ce416497c.jsonld,creator,https://gleaner.io/xid/genid/cggj44jk59mc73f1nugg,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_cec3dcef-8dba-4d91-aee6-b60ce416497c.jsonld,creator,https://gleaner.io/xid/genid/cggj44jk59mc73f1nug0,Dataset,Person
https://catalogue.cioos.ca/dataset/ca-cioos_cec3dcef-8dba-4d91-aee6-b60ce416497c.jsonld,provider,https://cioospacific.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/0aaf4ae1-0f3a-4ea0-ade7-44af4063490f.jsonld,publisher,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,Dataset,Organization
https://catalogue.cioos.ca/dataset/0aaf4ae1-0f3a-4ea0-ade7-44af4063490f.jsonld,creator,https://gleaner.io/xid/genid/cggj40rk59mc73f1n8c0,Dataset,Organization
https://catalogue.cioos.ca/dataset/0aaf4ae1-0f3a-4ea0-ade7-44af4063490f.jsonld,provider,https://ogsl.ca,Dataset,Organization
https://catalogue.cioos.ca/dataset/76cf8d27-98cb-4311-aa61-cf26878126ab.jsonld,publisher,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,Dataset,Organization
https://catalogue.cioos.ca/dataset/76cf8d27-98cb-4311-aa61-cf26878126ab.jsonld,creator,https://gleaner.io/xid/genid/cggj2mjk59mc73f1grrg,Dataset,Organization
