source,type,target,sType,tType
https://oceanexpert.org/institution/15363,https://schema.org/memberOf,https://oceanexpert.org/institution/19196,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19526,https://schema.org/memberOf,https://oceanexpert.org/institution/6675,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/8299,https://schema.org/memberOf,https://oceanexpert.org/institution/13098,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/9776,https://schema.org/memberOf,https://oceanexpert.org/institution/13861,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/6675,https://schema.org/memberOf,https://oceanexpert.org/institution/19422,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19368,https://schema.org/memberOf,https://oceanexpert.org/institution/17039,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/6185,https://schema.org/memberOf,https://oceanexpert.org/institution/19196,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/20895,https://schema.org/memberOf,https://oceanexpert.org/institution/19301,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/18451,https://schema.org/memberOf,https://oceanexpert.org/institution/16018,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19391,https://schema.org/memberOf,https://oceanexpert.org/institution/17542,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/22957,https://schema.org/memberOf,https://oceanexpert.org/institution/10663,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19410,https://schema.org/memberOf,https://oceanexpert.org/institution/5501,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19293,https://schema.org/memberOf,https://oceanexpert.org/institution/11275,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/16521,https://schema.org/memberOf,https://oceanexpert.org/institution/9605,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/18318,https://schema.org/memberOf,https://oceanexpert.org/institution/19329,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19191,https://schema.org/memberOf,https://oceanexpert.org/institution/19190,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19428,https://schema.org/memberOf,https://oceanexpert.org/institution/19427,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/18054,https://schema.org/memberOf,https://oceanexpert.org/institution/5176,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/11836,https://schema.org/memberOf,https://oceanexpert.org/institution/19333,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/14393,https://schema.org/memberOf,https://oceanexpert.org/institution/16018,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/20741,https://schema.org/memberOf,https://oceanexpert.org/institution/13098,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19362,https://schema.org/memberOf,https://oceanexpert.org/institution/12976,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19360,https://schema.org/memberOf,https://oceanexpert.org/institution/12976,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19361,https://schema.org/memberOf,https://oceanexpert.org/institution/12976,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/10233,https://schema.org/memberOf,https://oceanexpert.org/institution/12976,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19475,https://schema.org/memberOf,https://oceanexpert.org/institution/19474,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19436,https://schema.org/memberOf,https://oceanexpert.org/institution/17611,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/10214,https://schema.org/memberOf,https://oceanexpert.org/institution/6675,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19621,https://schema.org/memberOf,https://oceanexpert.org/institution/6675,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19335,https://schema.org/memberOf,https://oceanexpert.org/institution/19333,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/18544,https://schema.org/memberOf,https://oceanexpert.org/institution/19333,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/7879,https://schema.org/memberOf,https://oceanexpert.org/institution/19333,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19363,https://schema.org/memberOf,https://oceanexpert.org/institution/12976,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19534,https://schema.org/memberOf,https://oceanexpert.org/institution/7227,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/22741,https://schema.org/memberOf,https://oceanexpert.org/institution/20858,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/5153,https://schema.org/memberOf,https://oceanexpert.org/institution/17280,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/11126,https://schema.org/memberOf,https://oceanexpert.org/institution/17280,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19179,https://schema.org/memberOf,https://oceanexpert.org/institution/6223,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/18239,https://schema.org/memberOf,https://oceanexpert.org/institution/5711,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/9131,https://schema.org/memberOf,https://oceanexpert.org/institution/18917,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19180,https://schema.org/memberOf,https://oceanexpert.org/institution/19179,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19181,https://schema.org/memberOf,https://oceanexpert.org/institution/19179,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/17031,https://schema.org/memberOf,https://oceanexpert.org/institution/19328,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/11456,https://schema.org/memberOf,https://oceanexpert.org/institution/18077,https://schema.org/Organization,https://schema.org/Organization
