source,target,type
https://catalogue.cioos.ca/dataset/10be6eff-1460-4286-b8af-ceccdc05d55c1.jsonld,https://gleaner.io/xid/genid/cggj303k59mc73f1i7e0,publisher
https://catalogue.cioos.ca/dataset/10be6eff-1460-4286-b8af-ceccdc05d55c1.jsonld,https://gleaner.io/xid/genid/cggj33jk59mc73f1iml0,publisher
https://catalogue.cioos.ca/dataset/10be6eff-1460-4286-b8af-ceccdc05d55c1.jsonld,https://gleaner.io/xid/genid/cggj303k59mc73f1i7cg,creator
https://catalogue.cioos.ca/dataset/10be6eff-1460-4286-b8af-ceccdc05d55c1.jsonld,https://gleaner.io/xid/genid/cggj33jk59mc73f1imo0,creator
https://catalogue.cioos.ca/dataset/10be6eff-1460-4286-b8af-ceccdc05d55c1.jsonld,https://gleaner.io/xid/genid/cggj303k59mc73f1i7d0,creator
https://catalogue.cioos.ca/dataset/10be6eff-1460-4286-b8af-ceccdc05d55c1.jsonld,https://gleaner.io/xid/genid/cggj33jk59mc73f1imq0,creator
https://catalogue.cioos.ca/dataset/10be6eff-1460-4286-b8af-ceccdc05d55c1.jsonld,https://gleaner.io/xid/genid/cggj33jk59mc73f1immg,creator
https://catalogue.cioos.ca/dataset/10be6eff-1460-4286-b8af-ceccdc05d55c1.jsonld,https://gleaner.io/xid/genid/cggj303k59mc73f1i7dg,creator
https://catalogue.cioos.ca/dataset/10be6eff-1460-4286-b8af-ceccdc05d55c1.jsonld,https://cioosatlantic.ca/,provider
https://catalogue.cioos.ca/dataset/ca-cioos_e09522d7-24f7-4c0e-afac-6cafd22a54f6.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_e09522d7-24f7-4c0e-afac-6cafd22a54f6.jsonld,https://gleaner.io/xid/genid/cggj34bk59mc73f1iqmg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_e09522d7-24f7-4c0e-afac-6cafd22a54f6.jsonld,https://gleaner.io/xid/genid/cggj34bk59mc73f1iqm0,creator
https://catalogue.cioos.ca/dataset/ca-cioos_e09522d7-24f7-4c0e-afac-6cafd22a54f6.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/477090ae-175f-4a5f-a183-07a9823161d2.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/477090ae-175f-4a5f-a183-07a9823161d2.jsonld,https://gleaner.io/xid/genid/cggj3c3k59mc73f1k39g,creator
https://catalogue.cioos.ca/dataset/477090ae-175f-4a5f-a183-07a9823161d2.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/35a89d30-d4b1-4791-95a9-b010244c008b.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/35a89d30-d4b1-4791-95a9-b010244c008b.jsonld,https://gleaner.io/xid/genid/cggj2trk59mc73f1hs4g,creator
https://catalogue.cioos.ca/dataset/35a89d30-d4b1-4791-95a9-b010244c008b.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/d8922bb1-c635-40dc-b9d5-04b9bce87ce2.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/d8922bb1-c635-40dc-b9d5-04b9bce87ce2.jsonld,https://gleaner.io/xid/genid/cggj4erk59mc73f1phj0,creator
https://catalogue.cioos.ca/dataset/d8922bb1-c635-40dc-b9d5-04b9bce87ce2.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/f7b60340-631e-46f6-abd5-83d9e9a457b3.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/f7b60340-631e-46f6-abd5-83d9e9a457b3.jsonld,https://gleaner.io/xid/genid/cggj34rk59mc73f1itlg,creator
https://catalogue.cioos.ca/dataset/f7b60340-631e-46f6-abd5-83d9e9a457b3.jsonld,https://cioospacific.ca,provider
https://catalogue.ogsl.ca/dataset/ca-cioos_d624c859-5b72-4ee9-a832-d532582b1d3f,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.ogsl.ca/dataset/ca-cioos_d624c859-5b72-4ee9-a832-d532582b1d3f,https://gleaner.io/xid/genid/cggj3ark59mc73f1js70,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_d624c859-5b72-4ee9-a832-d532582b1d3f,https://gleaner.io/xid/genid/cggj3ark59mc73f1js60,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_d624c859-5b72-4ee9-a832-d532582b1d3f,https://gleaner.io/xid/genid/cggj3ark59mc73f1js6g,creator
https://catalogue.cioos.ca/dataset/57dedcf3-cf60-4ff3-938b-3f012025b08b.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/57dedcf3-cf60-4ff3-938b-3f012025b08b.jsonld,https://gleaner.io/xid/genid/cggj3hbk59mc73f1ksng,creator
https://catalogue.cioos.ca/dataset/57dedcf3-cf60-4ff3-938b-3f012025b08b.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/a1b3ad61-aea0-4286-8395-85937c4bccfb1.jsonld,https://gleaner.io/xid/genid/cggj2ujk59mc73f1hvq0,publisher
https://catalogue.cioos.ca/dataset/a1b3ad61-aea0-4286-8395-85937c4bccfb1.jsonld,https://gleaner.io/xid/genid/cggj44jk59mc73f1nu60,publisher
https://catalogue.cioos.ca/dataset/a1b3ad61-aea0-4286-8395-85937c4bccfb1.jsonld,https://gleaner.io/xid/genid/cggj2ujk59mc73f1hvpg,creator
https://catalogue.cioos.ca/dataset/a1b3ad61-aea0-4286-8395-85937c4bccfb1.jsonld,https://gleaner.io/xid/genid/cggj2ujk59mc73f1hvp0,creator
https://catalogue.cioos.ca/dataset/a1b3ad61-aea0-4286-8395-85937c4bccfb1.jsonld,https://gleaner.io/xid/genid/cggj2ujk59mc73f1hvog,creator
https://catalogue.cioos.ca/dataset/a1b3ad61-aea0-4286-8395-85937c4bccfb1.jsonld,https://gleaner.io/xid/genid/cggj44jk59mc73f1nua0,creator
https://catalogue.cioos.ca/dataset/a1b3ad61-aea0-4286-8395-85937c4bccfb1.jsonld,https://gleaner.io/xid/genid/cggj44jk59mc73f1nu9g,creator
https://catalogue.cioos.ca/dataset/a1b3ad61-aea0-4286-8395-85937c4bccfb1.jsonld,https://gleaner.io/xid/genid/cggj44jk59mc73f1nu90,creator
https://catalogue.cioos.ca/dataset/a1b3ad61-aea0-4286-8395-85937c4bccfb1.jsonld,https://cioosatlantic.ca/,provider
https://catalogue.cioos.ca/dataset/cb78bcd4-8daa-48d4-a586-7094a4f8e9f9,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/cb78bcd4-8daa-48d4-a586-7094a4f8e9f9,https://gleaner.io/xid/genid/cggj3v3k59mc73f1n060,creator
https://catalogue.hakai.org/dataset/ca-cioos_ee2791c3-3d99-41e5-8cdf-fa5d1d19944d,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.hakai.org/dataset/ca-cioos_ee2791c3-3d99-41e5-8cdf-fa5d1d19944d,https://gleaner.io/xid/genid/cggj3hjk59mc73f1ku00,creator
https://catalogue.hakai.org/dataset/ca-cioos_ee2791c3-3d99-41e5-8cdf-fa5d1d19944d,https://gleaner.io/xid/genid/cggj3hjk59mc73f1ku20,creator
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_0ae8fbae-caae-4c9a-8c51-6d04c8141e20,https://catalogue.cioos.ca/organization/c1eca542-1caf-4604-a2d5-708682e08793,publisher
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_0ae8fbae-caae-4c9a-8c51-6d04c8141e20,https://gleaner.io/xid/genid/cggj463k59mc73f1o4o0,creator
https://catalogue.cioos.ca/dataset/b284dca4-edcf-4051-b87e-81b61924a77c.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/b284dca4-edcf-4051-b87e-81b61924a77c.jsonld,https://gleaner.io/xid/genid/cggj3frk59mc73f1kmc0,creator
https://catalogue.cioos.ca/dataset/b284dca4-edcf-4051-b87e-81b61924a77c.jsonld,https://cioospacific.ca,provider
https://catalogue.hakai.org/dataset/ca-cioos_52797e17-c0ed-46a4-9dcd-e34f801c6205,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.hakai.org/dataset/ca-cioos_52797e17-c0ed-46a4-9dcd-e34f801c6205,https://gleaner.io/xid/genid/cggj34bk59mc73f1iqvg,creator
https://catalogue.hakai.org/dataset/ca-cioos_52797e17-c0ed-46a4-9dcd-e34f801c6205,https://gleaner.io/xid/genid/cggj34bk59mc73f1iqr0,creator
https://catalogue.cioos.ca/dataset/c65137e5-8378-4cf6-97f8-665365e132e9.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/c65137e5-8378-4cf6-97f8-665365e132e9.jsonld,https://gleaner.io/xid/genid/cggj3lrk59mc73f1ljcg,creator
https://catalogue.cioos.ca/dataset/c65137e5-8378-4cf6-97f8-665365e132e9.jsonld,https://ogsl.ca,provider
https://catalogue.cioos.ca/dataset/47d49e4f-8674-4506-9867-6bdc5d6cfd70.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/47d49e4f-8674-4506-9867-6bdc5d6cfd70.jsonld,https://gleaner.io/xid/genid/cggj36rk59mc73f1j7l0,creator
https://catalogue.cioos.ca/dataset/47d49e4f-8674-4506-9867-6bdc5d6cfd70.jsonld,https://cioospacific.ca,provider
https://iys.hakai.org/dataset/ca-cioos_c31eef20-f248-4f5f-a84a-9ef37001bda3,https://gleaner.io/xid/genid/cggj3brk59mc73f1k1t0,publisher
https://iys.hakai.org/dataset/ca-cioos_c31eef20-f248-4f5f-a84a-9ef37001bda3,https://gleaner.io/xid/genid/cggj3brk59mc73f1k210,creator
https://iys.hakai.org/dataset/ca-cioos_c31eef20-f248-4f5f-a84a-9ef37001bda3,https://gleaner.io/xid/genid/cggj3brk59mc73f1k21g,creator
https://iys.hakai.org/dataset/ca-cioos_d4b1fb12-9812-42c0-9d96-cbb22700d4f2,https://gleaner.io/xid/genid/cggj45jk59mc73f1o380,publisher
https://iys.hakai.org/dataset/ca-cioos_d4b1fb12-9812-42c0-9d96-cbb22700d4f2,https://gleaner.io/xid/genid/cggj45jk59mc73f1o36g,creator
https://iys.hakai.org/dataset/ca-cioos_d4b1fb12-9812-42c0-9d96-cbb22700d4f2,https://gleaner.io/xid/genid/cggj45jk59mc73f1o360,creator
https://iys.hakai.org/dataset/ca-cioos_d4b1fb12-9812-42c0-9d96-cbb22700d4f2,https://gleaner.io/xid/genid/cggj45jk59mc73f1o370,creator
https://catalogue.cioos.ca/dataset/ca-cioos_67f6dc6c-c141-497f-b2cb-f38d27159be51.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_67f6dc6c-c141-497f-b2cb-f38d27159be51.jsonld,https://gleaner.io/xid/genid/cggj44bk59mc73f1nrrg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_67f6dc6c-c141-497f-b2cb-f38d27159be51.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/543dc070-e65a-44d9-afc7-a0e791d72930.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/543dc070-e65a-44d9-afc7-a0e791d72930.jsonld,https://gleaner.io/xid/genid/cggj43jk59mc73f1nmrg,creator
https://catalogue.cioos.ca/dataset/543dc070-e65a-44d9-afc7-a0e791d72930.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_f476b3af-3fbb-4a1b-98b0-47485c88dc5e.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_f476b3af-3fbb-4a1b-98b0-47485c88dc5e.jsonld,https://gleaner.io/xid/genid/cggj3bjk59mc73f1k0r0,creator
https://catalogue.cioos.ca/dataset/ca-cioos_f476b3af-3fbb-4a1b-98b0-47485c88dc5e.jsonld,https://gleaner.io/xid/genid/cggj3bjk59mc73f1k0rg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_f476b3af-3fbb-4a1b-98b0-47485c88dc5e.jsonld,https://ogsl.ca,provider
https://catalogue.hakai.org/dataset/ca-cioos_48c8f830-f281-4ca1-9a81-ea690e70cb7a,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.hakai.org/dataset/ca-cioos_48c8f830-f281-4ca1-9a81-ea690e70cb7a,https://gleaner.io/xid/genid/cggj2vbk59mc73f1i3f0,creator
https://catalogue.hakai.org/dataset/ca-cioos_48c8f830-f281-4ca1-9a81-ea690e70cb7a,https://gleaner.io/xid/genid/cggj2vbk59mc73f1i3fg,creator
https://catalogue.cioos.ca/dataset/539218f2-f1ae-4d9d-b383-4750bd37a0a1.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/539218f2-f1ae-4d9d-b383-4750bd37a0a1.jsonld,https://gleaner.io/xid/genid/cggj3bjk59mc73f1jvm0,creator
https://catalogue.cioos.ca/dataset/539218f2-f1ae-4d9d-b383-4750bd37a0a1.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/8691afaf-534b-479a-a90c-636bc4cf3f5d,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/8691afaf-534b-479a-a90c-636bc4cf3f5d,https://gleaner.io/xid/genid/cggj393k59mc73f1jiug,creator
https://catalogue.cioos.ca/dataset/6cb09cd5-d054-4043-af1d-8cf266d3926c.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/6cb09cd5-d054-4043-af1d-8cf266d3926c.jsonld,https://gleaner.io/xid/genid/cggj2t3k59mc73f1hob0,creator
https://catalogue.cioos.ca/dataset/6cb09cd5-d054-4043-af1d-8cf266d3926c.jsonld,https://cioospacific.ca,provider
https://catalogue.ogsl.ca/dataset/ca-cioos_af60180b-72ec-4506-9c65-8dd856036fb1,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.ogsl.ca/dataset/ca-cioos_af60180b-72ec-4506-9c65-8dd856036fb1,https://gleaner.io/xid/genid/cggj4grk59mc73f1pr3g,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_af60180b-72ec-4506-9c65-8dd856036fb1,https://gleaner.io/xid/genid/cggj4grk59mc73f1pr40,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_af60180b-72ec-4506-9c65-8dd856036fb1,https://gleaner.io/xid/genid/cggj4grk59mc73f1pr4g,creator
https://catalogue.cioos.ca/dataset/ca-cioos_77a256cd-baf7-434e-9f62-53ba809e48cb.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_77a256cd-baf7-434e-9f62-53ba809e48cb.jsonld,https://gleaner.io/xid/genid/cggj473k59mc73f1oa00,creator
https://catalogue.cioos.ca/dataset/ca-cioos_77a256cd-baf7-434e-9f62-53ba809e48cb.jsonld,https://gleaner.io/xid/genid/cggj473k59mc73f1oa0g,creator
https://catalogue.cioos.ca/dataset/ca-cioos_77a256cd-baf7-434e-9f62-53ba809e48cb.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_382a8a4b-9b9f-41b7-a394-917353e0810e1.jsonld,https://gleaner.io/xid/genid/cggj443k59mc73f1nr7g,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_382a8a4b-9b9f-41b7-a394-917353e0810e1.jsonld,https://gleaner.io/xid/genid/cggj443k59mc73f1nr2g,creator
https://catalogue.cioos.ca/dataset/ca-cioos_382a8a4b-9b9f-41b7-a394-917353e0810e1.jsonld,https://gleaner.io/xid/genid/cggj443k59mc73f1nr20,creator
https://catalogue.cioos.ca/dataset/ca-cioos_382a8a4b-9b9f-41b7-a394-917353e0810e1.jsonld,https://cioospacific.ca,provider
https://catalogue.hakai.org/dataset/ca-cioos_fe76ef4c-254a-44fe-87bc-052cd3aa9663,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.hakai.org/dataset/ca-cioos_fe76ef4c-254a-44fe-87bc-052cd3aa9663,https://gleaner.io/xid/genid/cggj4fjk59mc73f1pkig,creator
https://catalogue.hakai.org/dataset/ca-cioos_fe76ef4c-254a-44fe-87bc-052cd3aa9663,https://gleaner.io/xid/genid/cggj4fjk59mc73f1pkh0,creator
https://catalogue.hakai.org/dataset/ca-cioos_fe76ef4c-254a-44fe-87bc-052cd3aa9663,https://gleaner.io/xid/genid/cggj4fjk59mc73f1pkhg,creator
https://catalogue.hakai.org/dataset/ca-cioos_fe76ef4c-254a-44fe-87bc-052cd3aa9663,https://gleaner.io/xid/genid/cggj4fjk59mc73f1pki0,creator
https://catalogue.cioos.ca/dataset/27da4285-78ee-4bfc-9bf0-30a4931788ac.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/27da4285-78ee-4bfc-9bf0-30a4931788ac.jsonld,https://gleaner.io/xid/genid/cggj40jk59mc73f1n7gg,creator
https://catalogue.cioos.ca/dataset/27da4285-78ee-4bfc-9bf0-30a4931788ac.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/5c122d4b-921c-490d-b0a1-3a31d85dfa52,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/5c122d4b-921c-490d-b0a1-3a31d85dfa52,https://gleaner.io/xid/genid/cggj3jbk59mc73f1l6t0,creator
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_439a887e-81bd-423e-9f0d-bf0f259364be,https://catalogue.cioos.ca/organization/c1eca542-1caf-4604-a2d5-708682e08793,publisher
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_439a887e-81bd-423e-9f0d-bf0f259364be,https://gleaner.io/xid/genid/cggj4brk59mc73f1p210,creator
https://catalogue.cioos.ca/dataset/da713a64-d2e5-4c28-a7fd-3d37404abf2f.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/da713a64-d2e5-4c28-a7fd-3d37404abf2f.jsonld,https://gleaner.io/xid/genid/cggj4cjk59mc73f1p670,creator
https://catalogue.cioos.ca/dataset/da713a64-d2e5-4c28-a7fd-3d37404abf2f.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_c89e35df-8a16-4efc-ae29-15f4e3da8a55.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_c89e35df-8a16-4efc-ae29-15f4e3da8a55.jsonld,https://gleaner.io/xid/genid/cggj333k59mc73f1ikq0,creator
https://catalogue.cioos.ca/dataset/ca-cioos_c89e35df-8a16-4efc-ae29-15f4e3da8a55.jsonld,https://gleaner.io/xid/genid/cggj333k59mc73f1ikqg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_c89e35df-8a16-4efc-ae29-15f4e3da8a55.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/179cd76c-5c0f-4686-9cc9-946e4348f490.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/179cd76c-5c0f-4686-9cc9-946e4348f490.jsonld,https://gleaner.io/xid/genid/cggj3drk59mc73f1kd20,creator
https://catalogue.cioos.ca/dataset/179cd76c-5c0f-4686-9cc9-946e4348f490.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/26aa8f68-56e7-4273-86f5-54d75d6b165d,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/26aa8f68-56e7-4273-86f5-54d75d6b165d,https://gleaner.io/xid/genid/cggj33rk59mc73f1inu0,creator
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_48c63fe2-c8e1-4696-9ef7-334d5742dee8,https://catalogue.cioos.ca/organization/c1eca542-1caf-4604-a2d5-708682e08793,publisher
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_48c63fe2-c8e1-4696-9ef7-334d5742dee8,https://gleaner.io/xid/genid/cggj4erk59mc73f1pi4g,creator
https://catalogue.cioos.ca/dataset/07d18e0e-6e3a-420d-ba41-2c7f999a8eb9,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/07d18e0e-6e3a-420d-ba41-2c7f999a8eb9,https://gleaner.io/xid/genid/cggj31rk59mc73f1if90,creator
https://catalogue.cioos.ca/dataset/ca-cioos_d87de5ca-a18a-406d-a4c1-74e6f8f28e5b.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_d87de5ca-a18a-406d-a4c1-74e6f8f28e5b.jsonld,https://gleaner.io/xid/genid/cggj4e3k59mc73f1pe10,creator
https://catalogue.cioos.ca/dataset/ca-cioos_d87de5ca-a18a-406d-a4c1-74e6f8f28e5b.jsonld,https://gleaner.io/xid/genid/cggj4e3k59mc73f1pdug,creator
https://catalogue.cioos.ca/dataset/ca-cioos_d87de5ca-a18a-406d-a4c1-74e6f8f28e5b.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/f4e42f61-2049-4176-9f94-e4eddcce1c30.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/f4e42f61-2049-4176-9f94-e4eddcce1c30.jsonld,https://gleaner.io/xid/genid/cggj433k59mc73f1njrg,creator
https://catalogue.cioos.ca/dataset/f4e42f61-2049-4176-9f94-e4eddcce1c30.jsonld,https://ogsl.ca,provider
https://catalogue.cioos.ca/dataset/286f9133-411b-4d1d-bc4b-370d9bf2e130,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/286f9133-411b-4d1d-bc4b-370d9bf2e130,https://gleaner.io/xid/genid/cggj2s3k59mc73f1hk7g,creator
https://catalogue.cioos.ca/dataset/6c3f9b92-6bd3-4ef0-a48d-5b8a5201850c.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/6c3f9b92-6bd3-4ef0-a48d-5b8a5201850c.jsonld,https://gleaner.io/xid/genid/cggj3sjk59mc73f1ml3g,creator
https://catalogue.cioos.ca/dataset/6c3f9b92-6bd3-4ef0-a48d-5b8a5201850c.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/39acb020-2dcf-44ce-a87d-64a7e034358d.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/39acb020-2dcf-44ce-a87d-64a7e034358d.jsonld,https://gleaner.io/xid/genid/cggj3mjk59mc73f1lo3g,creator
https://catalogue.cioos.ca/dataset/39acb020-2dcf-44ce-a87d-64a7e034358d.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/727ab5f6-1b00-469c-b852-a5128a5eadd0.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/727ab5f6-1b00-469c-b852-a5128a5eadd0.jsonld,https://gleaner.io/xid/genid/cggj3r3k59mc73f1me5g,creator
https://catalogue.cioos.ca/dataset/727ab5f6-1b00-469c-b852-a5128a5eadd0.jsonld,https://cioospacific.ca,provider
https://catalogue.ogsl.ca/dataset/ca-cioos_934cb5f0-8d85-4149-96e4-fef3ef175a9f,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.ogsl.ca/dataset/ca-cioos_934cb5f0-8d85-4149-96e4-fef3ef175a9f,https://gleaner.io/xid/genid/cggj3nbk59mc73f1lrcg,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_934cb5f0-8d85-4149-96e4-fef3ef175a9f,https://gleaner.io/xid/genid/cggj3nbk59mc73f1lrc0,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_934cb5f0-8d85-4149-96e4-fef3ef175a9f,https://gleaner.io/xid/genid/cggj3nbk59mc73f1lreg,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_934cb5f0-8d85-4149-96e4-fef3ef175a9f,https://gleaner.io/xid/genid/cggj3nbk59mc73f1lre0,creator
https://catalogue.cioos.ca/dataset/e0d1bccd-82a9-4f6f-a6b6-550551451fcf.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/e0d1bccd-82a9-4f6f-a6b6-550551451fcf.jsonld,https://gleaner.io/xid/genid/cggj3abk59mc73f1jpg0,creator
https://catalogue.cioos.ca/dataset/e0d1bccd-82a9-4f6f-a6b6-550551451fcf.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/6c10db51-19a2-4a26-81dd-4464f295fb32.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/6c10db51-19a2-4a26-81dd-4464f295fb32.jsonld,https://gleaner.io/xid/genid/cggj3qrk59mc73f1mc2g,creator
https://catalogue.cioos.ca/dataset/6c10db51-19a2-4a26-81dd-4464f295fb32.jsonld,https://ogsl.ca,provider
https://catalogue.cioos.ca/dataset/fef9f6bb-aff6-40bc-a334-c9cb4e463958,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/fef9f6bb-aff6-40bc-a334-c9cb4e463958,https://gleaner.io/xid/genid/cggj483k59mc73f1ofpg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_60c0928c-a331-4b81-ba99-789c72aa6e6d.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_60c0928c-a331-4b81-ba99-789c72aa6e6d.jsonld,https://gleaner.io/xid/genid/cggj2rrk59mc73f1him0,creator
https://catalogue.cioos.ca/dataset/ca-cioos_60c0928c-a331-4b81-ba99-789c72aa6e6d.jsonld,https://gleaner.io/xid/genid/cggj2rrk59mc73f1hik0,creator
